,Unnamed: 0,0
13,13,"Company Description

Welcome to This Australian Life.
From the millions of Australians we protect, to those that make it happen every day at TAL, people really are what we’re all about. We want to grow with you. Achieve with you. And support you to do your best work. That's why we're focused on developing leadership, promoting diversity, rewarding excellence and retaining great talent.
We're always looking for people who want to go further with us. People who do what’s right, aim high, and work smart. Why not see where we can go?


Job Description

As an IFRS17 Business Analyst you will work with the IFRS team, Finance, and managers across TAL to develop reports and ways of explaining TAL’s financial results to TAL’s management, shareholders and regulators. You will help drive and finalise required reporting, planning and budgeting solutions and long term forecasting including amendments to existing reports.
In this role you will be responsible for:
Implementing required changes for proforma Statutory Financial Reports
Documentation of accounting guidance notes and policies
Assisting with the changes required for TAL management, Dai-ichi (Ultimate Foreign Parent company) and Board reporting
Delivering necessary input and changes to long term planning and forecasting
Working with the Finance System Specialists to direct necessary mapping required for inputs into and out of general ledger
Finalising design of sub-ledger/general ledger
Developing a controls framework including data reconciliation


Qualifications

To be successful in this role you will have:
A chartered accountant qualification with a minimum 6 years’ experience (3 post qualification)
A strong and demonstrated understanding of existing standards (including IFRS 17 knowledge)
Experience working within Life Insurance
Good time management and prioritisation skills
Ability to investigate and resolve complex issues
High attention to detail
Direct experience in financial reporting and interpretation
Good communication and inter-personal skills
Strong stakeholder engagement
Strong Microsoft Office Suite skills
You’re always accountable for your actions. You never give up. You strive to find the best outcomes for customers and partners. And you value working together to find the best solutions for problems.

Additional Information

Work is a big part of this Australian life, and we work hard to make it one of the best parts. We don’t just say it; we do it. We offer a workplace that’s inclusive and flexible, supporting our people with options that let them make the most of their careers.
We know the value of having different people from all walks of life, with varied points of view and attributes regardless of their age, ethnicity, religion, sexual orientation, gender identity, intersex status or any disabilities they might be living with. We strive for a diverse and inclusive workplace where a sense of belonging encourages people to bring their full selves to work.
#LI-Hybrid
Everyone at TAL has a responsibility to do the right thing and is accountable for the way they conduct themselves. Our expectations are that you follow the principles set out in our Code of Conduct when you come to work every day. Risk management is everyone’s responsibility.
If you are already a TAL employee please apply via the SmartRecruiters button in Workday and navigate to the Employee Portal. This is important to ensure that your application is recorded accurately."
14,14,"Job description
Arvensys Technologies is a well-established organization offering Software Services and Partnered IT Products & Solutions. We are looking for a Business Analyst who will be the Vital link between our information technology capacity and our business objectives by implementing and ensuring the successful completion of analytical, building, testing and deployment tasks of our software needs based in Sydney NSW for a full time role.
ICT business analysts work with users to formulate system requirements, develop system plans and documentation, review and evaluate existing systems, and design and modify systems to meet users' business needs including Robotics Process Automation (RPA) technology to create automated solutions for the business. The role is a key link between the technical team, Process Excellence and business stakeholders to ensure effective solutions are delivered which drive meaningful and measurable business value.
The role will analyze and document complex business processes (AS-IS and TO-BE) for targeted processes. The candidate would also support the facilitation of discovery sessions across multiple teams and business units and lead the adoption / implementation activities associated within the business.
The Business Analyst works with cross-functional teams and business units to understand, challenge and provide thought leadership on strategy to achieve the company’s goals through business and technology transformation. They identify automation opportunities, define RPA value proposition and re-engineer processes to improve automation potential.
Key Responsibilities:
Partner with the Business Process Owner(s) and Process Excellence Team members to develop a deep end-to-end understanding of processes targeted for automation and outline the impacted processes and business requirements
Engage with cross-functional teams to develop business requirements documentation of the process to be automated in a manner that is understood by the business users and can be shared with solution design and development teams
Proactively communicate, collaborate, lead and participate in various stakeholder workshops and engagements like requirements gathering, validation, discovery playbacks and showcases, to deliver product’s functional requirements like screen, interface, and GUI designs.
Preparing artefacts supporting project delivery (traceability matrix, solutions gap analysis, support creation of service transition artefacts as required)
Works with Technical Team members to facilitate the planning and execution
Work with Business Units to perform value analysis (ROI) for the processes
Coordinate with the business and technical team to identify and provide support for solution designs for production issues and enhancements
Identify scope, benefits, constraints, and risks, capture and document current processes
Identify and document best practices
Facilitate sessions with stakeholders to drive out requirements
Consider change management implications for implementation of new processes
Deliver key business analysis artifacts, using best practices and tools, for the design, solution and execution of medium and large projects
Document and diagram the existing environment and data-flows
Gather non-functional requirements such as security, capacity performance and availability
Act as a liaison between business and technical resources
Recommend ‘to-be’ process map designs using Cross-functional flowcharts.
Define configuration specifications and business analysis requirements
Conduct Process diagnostics & opportunity identification
Define requirements, creating user stories
Help design, document and maintain system processes
Creating Business Case and ROI which can be submitted for review and approvals
Essential Knowledge and Skills:
Strong customer service focus with the proven ability to develop and maintain effective working relationships with team members, stakeholders and management. Demonstrate strong collaboration across all levels of the organization
Ability to work independently, with limited supervision
Effective Persuasive Communication including the ability to influence SMEs and business stakeholders toward change, automation and continuous improvement
Knowledge of best practices with process improvement and operational excellence
Understand the needs of and support a company with global operations
Ability to translate requirements into processes and controls
Strong analytical skills, coupled with a logical, disciplined and structured approach to documentation and procedures
Flexible and dynamic personality
Excellent spoken and written communication. Assertive and confident raising action points with senior individuals
Experience of working on major projects
Experience/knowledge of a range of technical platforms and solutions
Work with individuals to understand and build detailed process maps and business requirements documents
Ability to rapidly grasp processes and identify potential solutions
Integrate leading practices on process discovery & mapping into the day-to-day delivery of business requirements documents
A team player that is willing to learn and adapt in a high pace delivery environment
Desirable Knowledge and Skills:
Good to have JIRA, Confluence experience
Experience working with automation software (e.g., UiPath)
Experience writing SQL queries for data analysis
Job Types: Full-time, Permanent
Salary: $75,000.00 – $90,000.00 per year
Schedule:
8 hour shift
Work Authorisation:
Australia (Preferred)"
15,15,"Company Description

Welcome to This Australian Life.
From the millions of Australians we protect, to those that make it happen every day at TAL, people really are what we’re all about. We want to grow with you. Achieve with you. And support you to do your best work. That's why we're focused on developing leadership, promoting diversity, rewarding excellence and retaining great talent.
We're always looking for people who want to go further with us. People who do what’s right, aim high, and work smart. Why not see where we can go?


Job Description

As an IFRS17 Business Analyst you will work with the IFRS team, Finance, and managers across TAL to develop reports and ways of explaining TAL’s financial results to TAL’s management, shareholders and regulators. You will help drive and finalise required reporting, planning and budgeting solutions and long term forecasting including amendments to existing reports.
In this role you will be responsible for:
Implementing required changes for proforma Statutory Financial Reports
Documentation of accounting guidance notes and policies
Assisting with the changes required for TAL management, Dai-ichi (Ultimate Foreign Parent company) and Board reporting
Delivering necessary input and changes to long term planning and forecasting
Working with the Finance System Specialists to direct necessary mapping required for inputs into and out of general ledger
Finalising design of sub-ledger/general ledger
Developing a controls framework including data reconciliation


Qualifications

To be successful in this role you will have:
A chartered accountant qualification with a minimum 6 years’ experience (3 post qualification)
A strong and demonstrated understanding of existing standards (including IFRS 17 knowledge)
Experience working within Life Insurance
Good time management and prioritisation skills
Ability to investigate and resolve complex issues
High attention to detail
Direct experience in financial reporting and interpretation
Good communication and inter-personal skills
Strong stakeholder engagement
Strong Microsoft Office Suite skills
You’re always accountable for your actions. You never give up. You strive to find the best outcomes for customers and partners. And you value working together to find the best solutions for problems.

Additional Information

Work is a big part of this Australian life, and we work hard to make it one of the best parts. We don’t just say it; we do it. We offer a workplace that’s inclusive and flexible, supporting our people with options that let them make the most of their careers.
We know the value of having different people from all walks of life, with varied points of view and attributes regardless of their age, ethnicity, religion, sexual orientation, gender identity, intersex status or any disabilities they might be living with. We strive for a diverse and inclusive workplace where a sense of belonging encourages people to bring their full selves to work.
#LI-Hybrid
Everyone at TAL has a responsibility to do the right thing and is accountable for the way they conduct themselves. Our expectations are that you follow the principles set out in our Code of Conduct when you come to work every day. Risk management is everyone’s responsibility.
If you are already a TAL employee please apply via the SmartRecruiters button in Workday and navigate to the Employee Portal. This is important to ensure that your application is recorded accurately."
16,16,"Job description
Arvensys Technologies is a well-established organization offering Software Services and Partnered IT Products & Solutions. We are looking for a Business Analyst who will be the Vital link between our information technology capacity and our business objectives by implementing and ensuring the successful completion of analytical, building, testing and deployment tasks of our software needs based in Sydney NSW for a full time role.
ICT business analysts work with users to formulate system requirements, develop system plans and documentation, review and evaluate existing systems, and design and modify systems to meet users' business needs including Robotics Process Automation (RPA) technology to create automated solutions for the business. The role is a key link between the technical team, Process Excellence and business stakeholders to ensure effective solutions are delivered which drive meaningful and measurable business value.
The role will analyze and document complex business processes (AS-IS and TO-BE) for targeted processes. The candidate would also support the facilitation of discovery sessions across multiple teams and business units and lead the adoption / implementation activities associated within the business.
The Business Analyst works with cross-functional teams and business units to understand, challenge and provide thought leadership on strategy to achieve the company’s goals through business and technology transformation. They identify automation opportunities, define RPA value proposition and re-engineer processes to improve automation potential.
Key Responsibilities:
Partner with the Business Process Owner(s) and Process Excellence Team members to develop a deep end-to-end understanding of processes targeted for automation and outline the impacted processes and business requirements
Engage with cross-functional teams to develop business requirements documentation of the process to be automated in a manner that is understood by the business users and can be shared with solution design and development teams
Proactively communicate, collaborate, lead and participate in various stakeholder workshops and engagements like requirements gathering, validation, discovery playbacks and showcases, to deliver product’s functional requirements like screen, interface, and GUI designs.
Preparing artefacts supporting project delivery (traceability matrix, solutions gap analysis, support creation of service transition artefacts as required)
Works with Technical Team members to facilitate the planning and execution
Work with Business Units to perform value analysis (ROI) for the processes
Coordinate with the business and technical team to identify and provide support for solution designs for production issues and enhancements
Identify scope, benefits, constraints, and risks, capture and document current processes
Identify and document best practices
Facilitate sessions with stakeholders to drive out requirements
Consider change management implications for implementation of new processes
Deliver key business analysis artifacts, using best practices and tools, for the design, solution and execution of medium and large projects
Document and diagram the existing environment and data-flows
Gather non-functional requirements such as security, capacity performance and availability
Act as a liaison between business and technical resources
Recommend ‘to-be’ process map designs using Cross-functional flowcharts.
Define configuration specifications and business analysis requirements
Conduct Process diagnostics & opportunity identification
Define requirements, creating user stories
Help design, document and maintain system processes
Creating Business Case and ROI which can be submitted for review and approvals
Essential Knowledge and Skills:
Strong customer service focus with the proven ability to develop and maintain effective working relationships with team members, stakeholders and management. Demonstrate strong collaboration across all levels of the organization
Ability to work independently, with limited supervision
Effective Persuasive Communication including the ability to influence SMEs and business stakeholders toward change, automation and continuous improvement
Knowledge of best practices with process improvement and operational excellence
Understand the needs of and support a company with global operations
Ability to translate requirements into processes and controls
Strong analytical skills, coupled with a logical, disciplined and structured approach to documentation and procedures
Flexible and dynamic personality
Excellent spoken and written communication. Assertive and confident raising action points with senior individuals
Experience of working on major projects
Experience/knowledge of a range of technical platforms and solutions
Work with individuals to understand and build detailed process maps and business requirements documents
Ability to rapidly grasp processes and identify potential solutions
Integrate leading practices on process discovery & mapping into the day-to-day delivery of business requirements documents
A team player that is willing to learn and adapt in a high pace delivery environment
Desirable Knowledge and Skills:
Good to have JIRA, Confluence experience
Experience working with automation software (e.g., UiPath)
Experience writing SQL queries for data analysis
Job Types: Full-time, Permanent
Salary: $75,000.00 – $90,000.00 per year
Schedule:
8 hour shift
Work Authorisation:
Australia (Preferred)"
17,17,"Work with and contribute to a world class financial reporting team.
Our Financial Management Group’s strategy is to strengthen foundations and enable growth. It's through our culture of being curious, generous and bold that we are able to partner with our customers to deliver quality solutions for complex demands and adapt to market, business and regulatory-driven change.
Joining our Group Financial Reporting team in Sydney as an Executive, supporting the Head of Group Financial Reporting, your voice, passion, and vision will empower and steer this crucial team towards meeting their objectives.
This is an exciting and rare opportunity to develop breadth and depth of expertise, demonstrate measurable value and deliver key financial reports, several of which form part of the group’s reporting to its external stakeholders that include shareholders and other providers of capital. In this role you will be responsible for assisting in the production of key group external financial reporting deliverables that include group, bank and non-bank interim and annual financial statements, related regulatory reports and other reports that rely on related financial information.
With a global lens, you will be partnering with the broader financial reporting team as well as other finance teams group regulatory reporting teams, the group’s Accounting Policy and Advisory Group and Group Financial Planning and Analysis across our Financial Management Group and other functions such as our legal and governance team.
You will also be responsible for the production of several deliverables for the consideration of internal governance committees and participating in several financial reporting-related projects that contribute to the continued success of this function. In addition, you will assist in preparation of board audit committee documents and board papers.
Your knowledge of financial reporting and controls will be leveraged to regularly engage and consult with the data team, business units, risk management and the senior leadership team. You will also be interested in improving operational processes, providing financial reporting advice, interpreting regulatory reporting requirements within a business context and enjoy communicating with a variety of stakeholders.
You will also be involved in implementation of strategic projects including:
opportunities for automation
process improvement opportunities
creating efficiencies on a regular basis.
Your technical skills and qualifications will include:
a tertiary degree in Business/Commerce and hold or working towards a CA
previous experience and knowledge of Financial Statements and Accounting requirements and standards (Australian Accounting Standards / International Financial Reporting Standards)
good relationship building skills and stakeholder management skills will also be paramount to your success in this role.
If you have a collaborative approach, are curious with the ability to learn and adapt quickly whilst adhering to change, then apply today.
About the Financial Management Group
The Financial Management Group provides financial, tax and treasury services to all areas of Macquarie. The group is focused on providing strategic analysis and advice to Macquarie's businesses and senior management, managing Macquarie's funding, liquidity and capital position, ensuring Macquarie continues to meet regulatory and compliance obligations and managing Macquarie's corporate affairs.
Our commitment to Diversity, Equity and Inclusion
The diversity of our people is one of our greatest strengths. An inclusive and equitable environment enables us to deliver innovative and sustainable outcomes for our people, clients, shareholders and communities. From day one, you'll be encouraged to be yourself and supported to perform at your best. If our purpose of ‘empowering people to innovate and invest for a better future’ is as inspiring to you as it is to us, please apply. With the right technology, support and resources, our people can work in a range of flexible ways.
We are committed to providing a working environment that embraces and values diversity, equity and inclusion. We encourage candidates to speak with a member of our recruitment team if you require adjustments to our recruitment process to support you, and the type of working arrangements that would help you thrive.


About Macquarie
A career at Macquarie means you’ll have the opportunity to develop and utilise new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future.
Our size and international presence means your work can take you anywhere—across business groups, disciplines, sectors and borders. With 17,000+ employees and offices in 33 markets around the world, we’re a truly global organisation.
You’ll be supported by a diverse team where the unique perspectives, ideas and experiences that all of our people bring are valued. You’ll be empowered to address unmet needs in our communities whilst advising and investing alongside our clients and partners. Working with us, you’ll have the opportunity to make a difference.
Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.


Job no: FMG-963468
Work type: Permanent - Full time
Location: Sydney
Category: Mid-level, Junior, Accounting & Finance
Group: Financial Management Group
Division: Finance
Recruiter: Badrul Alam
Opening Date: 25/2/2022"
18,18,"About Ofload
Ofload are the fastest growing technology start-up in the Australian logistics space with the ambitious goal of eliminating all waste in road freight. Every third truck on Australian roads today drives empty, we use technology to efficiently allocate supply and demand, and thereby eliminate the enormous waste in the industry.


Why join us?
We have just raised $20m Series A at $100m+ valuation!
Our business is set to grow by 10X in value to 1B in the next 24 months so it’s a huge opportunity to develop career defining moments.
Our team is outcomes focused - we value and embrace flexible working to enable your best working conditions.

More info about us and our amazing team:


About the opportunity
This role will be in our Operations team to conduct data analysis on industry and client data, assist in pricing/costing, work on large tender submissions, and other analytical tasks.

About you


You are a strong operator and enthusiastic self-starter who is eager to get your foot in the door as an early member at a fast paced, rapidly growing technology start up.
You want to get your hands dirty and assist in building data modelling from scratch, to assist in providing meaningful business insights
You take a high degree of ownership in your work and are ready to attack unfamiliar problems with high energy and a refusal to settle. You are enthusiastic to learn new skills and thrive in a fast-paced high growth environment.

Responsibilities


Conduct analysis of client and industry data such as volumes, pricing, freight flows, etc.
Working with the Sales and Operations teams to develop pricing
Assist in the optimisation of freight movements - a core part of our vision to reduce waste in the freight industry
General analysis for the Operations and Sales teams as required
Possess 2-3 years post-grad experience in a consulting, finance, or other similar analytical role
MUST have advanced Excel and data analytical skills
Ability to work proactively, loves a challenge, and is passionate about process improvement
Experience with SQL & Tableau will be advantageous
Great communication skills as you will be working with a wide range of stakeholders both internally and externally
More about our culture
We embrace our differences
To innovate, we collaborate
Change the game with Tech
Get behind the wheel at Ofload
Have a truckload of fun!

Benefits
Competitive salary
Flexible working hours, we value work-life balance
Gourmet shared breakfasts
Pet friendly offices
Sponsored social and team events
Yearly offsite event - 20% work 80% play!
Awesome Ofload swag
Cool warehouse office space with pool table, snacks, friday drinks and more

Awards & Articles about Ofload
Ofload gets $100m valuation with new $20m cash injection
Ofload an ABA100 Winner for Digital Innovation in The Australian Business Awards 2021
Ofload an ABA100® Winner for Tech Innovation in The Australian Business Awards 2021
Global VC Foundamental makes first local investment in Ofload
60th Supply Chain & Logistics Association of Australia Start-Up Award Finalist"
19,19,"2 Years Temporary, full-time role
Location – Armidale, Coffs Harbour, Dubbo or Queanbeyan (other locations within Regional NSW will be considered)
Salary from $99,431 plus super and leave loading
Clerk Grade 7/8
Who is the Department of Regional NSW? Why work for us?
Our Department is responsible for building resilient regional economies and communities, strengthening primary industries, managing the use of regional land, overseeing the state’s mineral and mining resources and ensuring government investment in regional NSW is fair and delivers positive outcomes for local communities and businesses.
We encourage applicants from all backgrounds including Aboriginal and Torres Strait Islander peoples, culturally and linguistically diverse groups, the LGBTIQ+ community, veterans, refugees, and people with disability. We support an inclusive workplace where staff have access to opportunities and resources at all levels, enabling our team members to drive innovation, productivity and delivery of high-quality services. We provide dignified access to reasonable adjustments both during the recruitment process and in the workplace. If you require reasonable adjustment during the recruitment process, please call or text the contact for this role.
About the role
The Investment Attraction Analyst is responsible for providing high quality data, advice and insights across priority sectors in Regional NSW to increase competitiveness and assist in the attraction of new investment, whilst supporting investors through a range of facilitation services.
Key responsibilities for the Investment Attraction Analyst role include, but not limited to:
Support the development and execution of investment attraction initiatives and provide fundamental data and insights to encourage inward investment
Prepare high quality presentations on industry sectors and trends, and advise on commercial opportunities
Contribute to advice to sector leads, Director and Executive Director on linkages between market trends, regional endowments, priority precincts and inward investment
Prepare and maintain project documentation for reporting, monitoring and evaluation and support effective decision making
Communicate with key stakeholders to support policy and legislative requirements for the delivery of divisional activities
Provide customer service and support investors in making strategic investment decisions through provision of facilitation services
This role will be delivering a range of project management and support services, given tight deadlines, limited resources and the need to manage competing priorities.
This role will report to the Investment Manager. To see the exciting projects the team is working on currently check out Invest Regional NSW: Overview | LinkedIn
About You
You will be a highly motivated professional with proven project and relationship management experience and the ability to manage client and stakeholder relationships professionally and confidently. You will have a passion and in-depth understanding of the issues facing Regional NSW, as well as the markets and industries that will play a key role in the development of our regions.
Key knowledge and experience
Knowledge of economic analysis and measurement methodologies, including contemporary models to undertake impact assessments of activities and projects.
Ability to identify key data points and prepare infographic documents to drive strategic investment discussions, including managing and updating data sets.
Understanding of commercial drivers and realities, and insight into how Government can support economic transformation.
Essential requirements
Tertiary qualifications in economics, trade, statistics, commerce, business management or public policy (with a strong data analysis component) or equivalent.
Experienced in contemporary data visualisation and presentation techniques including data dashboards and online presentation tools.
Evidence of the COVID-19 vaccination must be provided upon commencement of employment. This is a condition of engagement should you be successfully appointed to a position within the Department of Regional NSW (which includes Local Land Services and the Soil Conservation Service).
Current NSW Driver Licence
Applying for the Role
Apply by submitting a current resume and brief cover letter (maximum 2 pages) that outlines your skills and experience relevant to the role.
Application Closing Date – Thursday 26 May 2022 11:55pm
For further information about this opportunity please contact Mark McClean - Director Investment Attraction on 0412 981 110 or via mark.mcclean@regional.nsw.gov.au
Please view the role description here.
Additional Information
A talent pool may be created from this recruitment action for ongoing and temporary roles of the same standard that may become available for filling over the next eighteen months. The successful applicant in this role may be required to undergo a police check, health assessment and other assessments as required.
All Department of Regional NSW employees are required to show evidence of:
being fully vaccinated with a TGA approved COVID-19 vaccine and; or
having an approved medical contraindication.
You will be required to show proof of your COVID-19 vaccination status or approved COVID19 Vaccination medical exemption at the time of your application submission."
20,20,"Job no: 53850962
Brand: Australia Post
Categories: Corporate Services
Work type: Permanent Full Time
State: VIC
Location: Melbourne

Our business is evolving, and this is your chance to add value to our changing landscape!
At Australia Post, we help communities to thrive. Our ambition for the Post Office is to be a leading-edge marketplace that connects Australians with the world. We are more than just Australia Post; we are The People’s Post Office.
Payroll Operations is in a continual state of change due to legislation and policy updates. The continual changes result in the management of those aspects of change on a consistent basis to the point where the impacted processes and systems are realigned.
The position is responsible for the coordination and production of highly sensitive outputs such as payroll relevant reports relevant for EBA negotiations, restructures and the continual BAU requests for payroll reports across all business functions. The position is also responsible for oversight of the hygiene of the information in our SAP HR/ Payroll system.
What you`ll do -
The position is in Payroll Operations which is made up of several teams including Payroll Services, HR & Payroll Administration, Time & Attendance, Organisational Management and Reporting. Payroll Operations provides a range of transactional and administrative services for the Australia Post Group and our external business customers.
The position works closely with the Payroll Operations Team, middle to upper level managers, P&C COE teams and their leaders, the Senior Application Controllers as well as stakeholders across the business to ensure timely, accurate and complete data reporting requirements and analysis and understand the appropriate legislative and policy changes.
Responsibilities –
Manage requests via the reporting inbox, ServiceNow and directly from our stakeholders.
Create bespoke payroll, organisational and time data reports via reporting tools, including Spinifex and others. Some highly sensitive in nature.
Manage high demand stakeholders and provide solutions to their requests into high level simplified formats.
Extract and analyse workforce data and prepare reports, with supporting commentary.
Provide data, metrics and analysis responding to ad-hoc requests from authorised business areas and initiatives.
Proactive management of the cleanliness of information in our HR systems by reporting on the data and leveraging on the rest of the payroll operations team to remediate any shortfalls in the data.
Work with the Payroll Operations team to automate or simplify existing data reporting and gathering requirements through the use of a number of platforms and programs.
Run with the compliance program of works that the Payroll Operations leadership team define each year
Develop and maintain strong relationships with the business to inspire and deliver the commercial value proposition of data
Proactively collaborate with internal teams to workshop solutions for business problems
Analyse large, multi-dimensional datasets, identifying actionable insights and recommendations
Define, develop, and communicate information and data classification standards to promote consistent data practices
What we are looking for -
Essential to this role is the attention to detail and advanced analytical skills, as well as a strong knowledge of Payroll.
Experience in SAP and using Spinifex will be highly regarded.
You will also have experience in the use of workforce reporting tools including advanced MS Excel features to provide quality artefacts.
The role requires the applicant to be organised and able to work collaboratively in a fast-paced environment to ensure SLA’s area always met.
For us, an engaging, enjoyable workplace is the foundation for great work, which is why your attitude and your passion, is just as important to us as your experience. We offer competitive salary in an equal opportunity workforce. We encourage applications from people of all ages, including indigenous Australian’s and those with a disability.
Want to be part of our diverse and transforming business? You could play a key role in our future as we continue to connect all Australians, support businesses and communities and evolve our products and services. To register your interest with our careers team, click on ‘’ button and submit your resume!
Advertised: 20 May 2022 AUS Eastern Standard Time
Applications close: 30 May 2022 AUS Eastern Standard Time"
21,21,"Job Description:
DXC Technology (NYSE:DXC) - where brilliant people embrace change and seize opportunities to advance their careers and amplify customer success. People are the heart of our business. We support each other and work as a team, globally and locally to deliver excellence for our customers and colleagues. We use the power of technology to deliver mission critical IT services that move the world. DXC.com
DXC Consulting guides organisations on their digital transformation. We understand that success on your digital journey requires depth of expertise in multiple areas as well as a holistic delivery approach. We have the technology independence, global talent and extensive partner alliance to help you get there.
Do you want to play a pivotal role in the transformational journey for a mining client? DXC Consulting has an excellent opening for an Agile Business Analyst to be based in Perth
What you will do:
Act as the liaison between IT and the business; identify initiatives through business requirements and evolving business capabilities; contribute to business strategy
Translate business requirements into IT requirements
Facilitate workshops in person and remotely
Collaborate with data mining operations, design, and architecture resources for the operational reporting and analytics, with operational metrics (KPIs) related to site processing
Act as Agile Business Analyst throughout project life cycles - support DevOps, Artefacts and project close out
What you will bring to the role:
A minimum of 5 years + experience in a Business Analyst role
SAFe Scaled Agile working knowledge and familiarity with the framework
End-to-end mining domain experience
Capabilities in Operational Data Platform deployments highly regarded
Working knowledge of collaboration tools such as MIRO & MS Teams
Excellent communicator able to cultivate working relationships at all levels of business
Awareness of Scrum and Kanban
Exposure to projects using MS Azure and IoT
Ability to work across hybrid deliver models (Waterfall and Agile)
Willing to travel to site (if and when required as a hybrid mix of working from home and the office is in place)
Our culture and benefits
DXC is committed to building better futures for our customers, colleagues, environment, and communities. We take care of each other and foster a culture of inclusion, belonging and corporate citizenship. We put this to action developing and implementing societal initiatives within our Social Impact Practice . #WeAreDXC
Our “people first” philosophy means we offer competitive remuneration, benefits, training and career opportunities that reflect our commitment to improving the lives of our employees, and the communities in which we live and work.
We are an Equal Opportunity Employer
DXC is proud to be an equal opportunity employer and we welcome submissions from people from all walks of life. We celebrate our diversity and recognize it is the unique contributions of our people that give us our edge. We stand by the ‘bring your whole-self to work’ philosophy. It is our inclusive culture that powers our results, and our company grows only if our people grow.
For more information, visit Consulting (dxc.com)"
22,22,"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

The opportunity
We are seeking Technical Business Analysts at multiple levels to join our EY Data and Analytics team ideally in our Melbourne and Sydney office but can also be based in any of the major Australian cities. Working with a high profile, blue chip client this role is offered on a flexible, full-time basis.

EY DnA is the data and advanced analytics capability within EY Asia-Pacific, with over 600 specialist employees working across multiple industry sectors.

We implement information-driven strategies and systems that help grow, optimize and protect client organizations.

We go beyond strategy and provide end to end implementation of real-life data environments and have some of the best architects, project managers, business analysts, data scientists, big data engineers, developers and consultants in the region.

Your key responsibilities
Be a part of one of our successful delivery teams and get an opportunity to move into a more consultative role working across various data environments and helping our clients solve their business problems with data.
Be responsible for creating requirement specifications, analysing requirements, creating visual models, facilitating elicitation sessions and digging around in the data when needed.
Understand key business processes by interviewing client stakeholders and represent processes in easily digestible diagrammatic formats to visually illustrate a sequence of steps to achieve and end goal.
Identify gaps in technical flows and suggest improvements to control environments.
Have knowledge and experience of all phases of software development including requirements analysis, design, coding, testing, defect management.
Have experience in business intelligence, data warehousing or advanced analytics projects.

Skills and attributes for success
Worked in a similar role for at least 2 years with a focus on data management in a consulting environment preferred but not mandatory.
Strong relationship building and stakeholder management skills;
Excellent written and verbal communications
Strong problem-solving experience
Ability to balance and prioritise activities, with the flexibility to quickly adapt to changing business demands

Ideally, you’ll also have
Experience in engaging with both technical and non-technical stakeholders
Consulting experience and background, including engaging directly with clients
Experience in a delivery role on Business Intelligence, Data Warehousing, Big Data or analytics projects
Exceptional communication, documentation and presentation skills

What we offer
A tech career at EY means working with 40,000 fellow technologists who are creating cutting edge applications in blockchain, AI, cloud, analytics, robotics and cyber, harnessing tech to power the human enterprise and build a more equitable, sustainable world. We offer world class training and a free Tech MBA to all our people.

Globally at EY, we are committed to offer:
Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.
Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, your way.
Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs.
Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs.

The exceptional EY experience. It’s yours to build.

The preferred applicant will be subject to employment screening by EY or by their external third party provider. Regarding this role, the minimum salary is $90,000 including 10% superannuation.

EY | Building a better working world

EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today."
